name,is_paid,price,students,num_lectures,level,content_duration,total_effort,published_on,subject,is_online,rating
play guitar with rhythm - 5 easy lessons,True,20,31,10,beginner,1.0,3.0,2013-12-12,musical instruments,1,
coaching bundle: guitar for music educators: part 1,True,135,1,5,mixed,0.5,1.5,2016-09-01,musical instruments,1,
coaching bundle: guitar for music educators: part 2,True,135,1,6,mixed,0.5,1.5,2016-09-02,musical instruments,1,
ukulele 3:  intermediate,True,25,1,11,intermediate,0.65,1.95,2017-05-24,musical instruments,1,
"beginners guitar course - 'try it and love it method""",True,25,0,16,beginner,2.0,6.0,2016-10-31,musical instruments,1,
coaching course: rhythm instruction for music educators p1,True,130,0,6,mixed,0.5333333333333333,1.6,2017-03-10,musical instruments,1,
learn pirates of the caribbean by ear on the piano,True,20,0,6,mixed,0.5333333333333333,1.6,2017-05-22,musical instruments,0,
coaching course: rhythm instruction for music educators p2,True,125,0,7,mixed,0.6333333333333333,1.9,2017-03-10,musical instruments,1,
4 week rhythm mastery,True,20,0,28,beginner,2.5,7.5,2017-07-05,musical instruments,0,
tune that sour note on your piano,True,20,0,6,mixed,0.55,1.65,2017-06-20,musical instruments,1,4.5
learn vikings soundtracks on the piano by ear,True,20,0,8,mixed,0.5833333333333334,1.75,2017-06-29,musical instruments,0,
learn to play piano like a pro - easy piano course 1,True,35,0,13,beginner,0.5166666666666666,1.5499999999999998,2017-05-30,musical instruments,1,
abrsm grade iii piano class - handel sonatina in g 2017-2018,True,20,0,5,beginner,0.5166666666666666,1.5499999999999998,2017-07-06,musical instruments,0,
instant harmonica - play 12 bar blues big walter style now!,True,40,31,14,mixed,1.0,3.0,2017-05-19,musical instruments,0,
fingerpicking blues guitar lessons - bottleneck guitar,True,20,237,6,intermediate,1.5,4.5,2013-10-08,musical instruments,1,4.0
spice up your playing with some easy flamenco techniques!,True,40,120,47,intermediate,0.7333333333333333,2.2,2015-11-06,musical instruments,1,4.7
beginners guide to playing guitar - step-by-step system,True,85,384,98,beginner,10.5,31.5,2013-06-10,musical instruments,1,4.1
guitar kick start,False,0,3160,22,beginner,1.0,3.0,2015-03-19,musical instruments,1,4.8
instant harmonica – play beethoven’s ode to joy right now!,True,20,455,11,beginner,1.0,3.0,2015-07-22,musical instruments,1,
funk rhythm guitar techniques,True,35,82,7,mixed,1.5,4.5,2016-02-17,musical instruments,1,4.1
flamenco guitar,True,25,136,34,beginner,4.0,12.0,2015-12-07,musical instruments,1,4.7
learn to play the bouzouki - greek bouzouki lessons,True,50,63,49,mixed,1.0,3.0,2015-03-19,musical instruments,1,3.4
guitar looper basic training,True,45,64,15,mixed,1.5,4.5,2016-02-29,musical instruments,1,4.0
piano with willie: jazz kids - vol 1,True,40,28,32,beginner,4.5,13.5,2016-04-13,musical instruments,1,4.6
instant harmonica - play the drunken sailor sea shanty now!,True,20,27,9,beginner,0.6166666666666667,1.85,2015-10-18,musical instruments,1,
learn to play sweet child of mine,True,20,0,23,intermediate,1.5,4.5,2017-06-30,musical instruments,0,
bluegrass guitar essentials: webisodes 1 & 2,False,0,970,9,intermediate,1.0,3.0,2016-03-20,musical instruments,1,4.9
learn monster godj,False,0,991,12,beginner,1.0,3.0,2015-07-29,musical instruments,1,4.7
what you can learn before piano lessons,False,0,61,31,beginner,1.5,4.5,2015-09-01,musical instruments,1,4.7
learn to play tabla - the indian drums,False,0,1,20,beginner,1.5,4.5,2017-07-04,musical instruments,1,4.9
gitarre spielen wie die profis,True,20,1981,38,beginner,2.0,6.0,2016-03-21,musical instruments,1,4.6
curso de piano 101 - tocando partituras y acordes -,True,170,245,93,mixed,4.5,13.5,2016-10-28,musical instruments,1,4.4
sintetizadores e síntese subtrativa,True,85,38,83,mixed,5.0,15.0,2017-05-02,musical instruments,1,4.8
spielend klavier lernen mit freude und erfolg,True,100,255,53,beginner,4.0,12.0,2015-11-12,musical instruments,0,
curso de ejercicios técnicos al piano vol.2,True,50,62,22,mixed,1.0,3.0,2017-05-29,musical instruments,1,4.7
curso de ejercicios técnicos al piano vol.1,True,60,186,24,mixed,1.5,4.5,2016-09-30,musical instruments,1,4.4
aprende escalas y arpegios vol.2 : modo menor,True,50,62,49,mixed,2.5,7.5,2017-05-29,musical instruments,1,5.0
instant harmonica - play blowing in the wind + popeye theme!,True,40,13,24,mixed,1.5,4.5,2016-09-23,musical instruments,1,
instant harmonica - play jazzy autumn leaves now (part one),True,20,25,10,beginner,0.65,1.95,2015-10-19,musical instruments,1,
trumpet lessons for beginners,True,95,17,35,beginner,2.5,7.5,2016-04-06,musical instruments,1,3.7
guitar - rock - beginner/intermediate with marc seal,True,20,36,40,beginner,1.5,4.5,2012-10-07,musical instruments,0,
learn to play in the key of g on any bluegrass instrument,False,0,349,36,mixed,2.5,7.5,2017-05-29,musical instruments,1,4.5
beginner guitar method,True,200,85,23,beginner,4.0,12.0,2012-10-31,musical instruments,0,
how to play dan fogelberg songs on guitar,True,25,24,49,intermediate,4.5,13.5,2016-03-29,musical instruments,0,
jews harp - advanced course,True,30,26,52,expert,3.5,10.5,2017-03-30,musical instruments,1,4.8
instant harmonica - play jazzy autumn leaves now (part two),True,20,19,9,beginner,0.5333333333333333,1.6,2015-10-19,musical instruments,1,
jazz guitar reharmonization for autumn leaves,True,20,30,15,mixed,0.6166666666666667,1.85,2014-07-03,musical instruments,1,4.3
tenor saxophone lessons for beginners,True,95,45,43,beginner,3.0,9.0,2016-04-04,musical instruments,1,4.1
mike g's beginner drum course: part 2,True,40,305,23,mixed,2.5,7.5,2016-03-10,musical instruments,1,4.9
instant harmonica - play summertime + drunken sailor now!,True,40,26,20,mixed,1.5,4.5,2016-07-24,musical instruments,1,
add slide to your guitar playing,True,20,75,27,mixed,0.7333333333333333,2.2,2014-05-28,musical instruments,1,4.3
piano with willie: piano chords vol. 2,True,40,32,11,intermediate,1.5,4.5,2016-04-13,musical instruments,1,4.6
drum lessons for beginners,True,50,70,17,beginner,1.5,4.5,2014-05-17,musical instruments,0,
classical guitar finger-picking: right hand arpeggios,True,195,200,19,mixed,2.0,6.0,2014-07-24,musical instruments,1,4.5
"rapidly learn & master acoustic guitar, classic fingerstyle",True,30,478,31,beginner,0.7,2.1,2015-02-06,musical instruments,1,
play tunes on harmonica and learn how to bend some notes,True,35,73,16,beginner,2.0,6.0,2014-03-09,musical instruments,0,
instant harmonica - play yesterday + scarborough fair today!,True,40,33,26,mixed,2.0,6.0,2016-08-26,musical instruments,1,
violin lessons for beginners,True,20,59,15,beginner,1.0,3.0,2015-11-25,musical instruments,1,4.4
old-time banjo for the absolute beginner,True,25,192,17,beginner,1.5,4.5,2014-03-12,musical instruments,1,4.5
"learn guitar the easy way, it's faster",True,25,57,16,beginner,4.5,13.5,2013-11-14,musical instruments,1,4.6
learn oud 2,True,20,81,27,intermediate,3.0,9.0,2015-09-10,musical instruments,1,4.7
the essentials of acoustic guitar strumming patterns,False,0,2995,19,beginner,1.0,3.0,2015-07-01,musical instruments,1,4.6
acoustic guitar after the basics,True,45,181,25,intermediate,2.5,7.5,2014-11-20,musical instruments,1,4.7
bossa nova - guitar for beginners,True,20,589,8,beginner,1.0,3.0,2016-04-19,musical instruments,1,3.8
piano with willie: piano chords vol. 1,True,40,48,14,beginner,2.0,6.0,2016-04-13,musical instruments,1,4.9
instant harmonica - play summertime in 8 fun & easy lessons,True,40,81,11,beginner,1.0,3.0,2015-08-19,musical instruments,0,
learn to play the tuba: beginner to pro in under five hours!,True,50,225,106,mixed,6.0,18.0,2015-04-15,musical instruments,0,
play autumn leaves' falling notes on piano with no reading!,True,30,438,12,intermediate,0.5666666666666667,1.7,2014-04-29,musical instruments,1,4.7
learn basics of south indian carnatic flute - level 2,True,180,152,91,beginner,4.5,13.5,2016-03-03,musical instruments,1,
a year's worth of piano lessons in one weekend,True,20,244,33,beginner,6.0,18.0,2014-04-30,musical instruments,0,
bones of the blues - learn 4 cool tunes to expert level now!,True,200,248,21,mixed,2.0,6.0,2015-03-09,musical instruments,0,
guitar #1: beginner basics and beyond,True,20,111,64,beginner,3.0,9.0,2017-03-01,musical instruments,1,
pure modal magic: the complete guitar modes solution,True,50,52,18,mixed,2.0,6.0,2017-02-14,musical instruments,1,4.4
aprende diferentes ritmos con la guitarra rítmica,True,20,10,12,mixed,1.0,3.0,2014-05-07,musical instruments,1,
aprender a tocar la batería sin salir de casa,True,50,10,23,mixed,4.0,12.0,2014-05-09,musical instruments,0,
aprende a tocar el bajo eléctrico,True,50,9,33,mixed,3.5,10.5,2014-05-16,musical instruments,0,
aprende todos los secretos de la salsa para piano,True,50,7,17,mixed,3.0,9.0,2014-05-09,musical instruments,0,
aprende a tocar ritmos latinos en el teclado,True,50,7,31,mixed,3.5,10.5,2014-05-09,musical instruments,0,
ukulele lernen für papas mit aram sam sam,True,55,1,37,beginner,0.7,2.1,2017-05-17,musical instruments,1,
aprende a tocar la trompeta,True,50,6,30,mixed,3.0,9.0,2014-05-19,musical instruments,0,
curso de guitarra para principiantes.,True,20,4,7,beginner,1.0,3.0,2015-06-11,musical instruments,1,
aprende a tocar jazz y ritmos latinos en la guitarra,True,50,6,17,mixed,3.0,9.0,2014-05-07,musical instruments,0,
こどもギターレッスン　リトルギタリストⅲ（完結編）,True,20,3,36,beginner,1.0,3.0,2016-10-03,musical instruments,1,0.0
aprende a tocar la flauta dulce de forma sencilla y gradual,True,50,5,23,mixed,3.0,9.0,2014-05-19,musical instruments,0,
"aprende a tocar jazz, salsa y blues en el piano",True,20,5,23,mixed,3.0,9.0,2014-05-19,musical instruments,0,
learn web designing & html5/css3 essentials in 4-hours,True,75,43285,24,mixed,4.0,12.0,2013-01-03,web development,1,4.7
learn web designing & html5/css3 essentials in 4-hours,True,75,43285,24,mixed,4.0,12.0,2013-01-03,web development,1,4.7
learning dynamic website design - php mysql and javascript,True,50,47886,125,mixed,12.5,37.5,2012-06-18,web development,1,4.7
chatbots: messenger chatbot with api.ai and node.js,True,50,2577,64,mixed,4.5,13.5,2016-06-30,web development,1,4.3
projects in html5,True,60,8777,75,intermediate,15.5,46.5,2014-06-17,web development,1,3.9
programming foundations: html5 + css3 for entrepreneurs 2015,True,20,23764,58,beginner,5.5,16.5,2015-10-17,web development,1,4.5
how to make a wordpress website 2017 | divi theme tutorial,True,40,3541,37,beginner,4.0,12.0,2017-01-26,web development,0,
build your own backend rest api using django rest framework,True,50,2669,72,intermediate,5.5,16.5,2017-04-27,web development,1,4.4
angular and firebase - build a web app with typescript,True,150,1966,65,mixed,5.0,15.0,2016-09-27,web development,0,
web development masterclass - complete certificate course,True,200,4090,348,mixed,19.5,58.5,2016-10-12,web development,1,4.5
spring boot tutorial for beginners,True,40,2578,39,beginner,5.5,16.5,2017-01-23,web development,1,4.5
the complete bootstrap masterclass course - build 4 projects,True,195,24978,67,mixed,7.0,21.0,2015-10-27,web development,1,4.4
scaling docker on aws,True,25,3133,63,mixed,6.0,18.0,2016-03-28,web development,1,4.2
learn javascript for beginners,True,200,15276,19,beginner,1.5,4.5,2017-03-16,web development,1,3.5
html tutorial: html & css for beginners,True,20,12458,82,mixed,4.0,12.0,2011-09-09,web development,1,4.5
learn by doing: vue js 2.0 the right way,True,95,1087,32,intermediate,3.5,10.5,2016-11-07,web development,1,4.1
learn complete web development from scratch,True,40,14074,46,mixed,12.0,36.0,2013-10-23,web development,1,4.2
introduction to web development: html,True,20,26800,55,beginner,3.0,9.0,2014-02-13,web development,1,4.1
web site for beginners - learn web building like knitting,True,20,9425,14,beginner,1.5,4.5,2016-08-10,web development,1,3.6
how to make a wordpress website 2017 - divi theme tutorial,True,40,2780,29,beginner,3.0,9.0,2017-01-26,web development,0,
web programming with python,True,50,35267,53,mixed,4.0,12.0,2012-04-25,web development,1,3.7
php login and registration system - email confirm activation,True,100,2607,49,mixed,5.0,15.0,2015-11-26,web development,1,4.9
psd to responsive html5: beginner to advanced,True,40,1502,49,mixed,6.0,18.0,2016-10-03,web development,1,4.5
ultimate web developer course build 10 websites from scratch,True,200,9359,402,beginner,32.5,97.5,2016-10-10,web development,1,4.4
rapid website design with bootstrap,True,200,14842,17,beginner,1.0,3.0,2016-12-02,web development,1,3.9
build enterprise applications with angular 2 (and angular 4),True,190,6082,135,intermediate,9.5,28.5,2016-11-22,web development,1,4.6
angular 4 (2+) crash course for beginners,True,120,12366,120,beginner,9.0,27.0,2017-06-23,web development,1,4.4
accelerated javascript training,True,110,4720,126,mixed,7.5,22.5,2016-07-12,web development,1,4.6
"beginner api development in node, express, es6, & mongodb",True,165,7057,65,beginner,18.5,55.5,2016-11-12,web development,1,4.3
react js and redux - mastering web apps,True,60,16829,77,mixed,5.0,15.0,2017-01-19,web development,1,4.5
web development w/ google’s go (golang) programming language,True,65,4872,171,intermediate,19.0,57.0,2017-01-17,web development,1,4.7
git a web developer job: mastering the modern workflow,True,200,5809,61,beginner,15.0,45.0,2016-08-28,web development,1,4.8
the complete wordpress website business course,True,150,13439,89,mixed,20.5,61.5,2016-11-01,web development,1,4.4
the complete html and css course for beginners,True,85,733,50,mixed,3.0,9.0,2017-06-20,web development,0,
learn  bootstrap development by building 10 projects,True,60,14813,74,mixed,13.5,40.5,2015-02-23,web development,1,3.7
advanced javascript,True,200,6601,26,intermediate,3.5,10.5,2015-11-21,web development,1,4.6
dissecting ruby on rails 5 - become a professional developer,True,195,2804,212,mixed,37.5,112.5,2017-02-07,web development,1,4.8
the complete wordpress course - build your own website today,True,195,9421,36,mixed,3.5,10.5,2015-08-25,web development,1,3.8
jquery essentials core training for dynamic interactive web,True,100,9668,52,mixed,4.0,12.0,2015-11-20,web development,1,3.7
node.js: the essentials + api frameworks express koa sails,True,20,2760,34,beginner,1.0,3.0,2017-02-16,web development,0,
the complete php bootcamp course with video sharing project,True,195,9831,74,beginner,14.5,43.5,2017-03-21,web development,1,4.0
build a single page application with jquery & ajax,True,60,486,27,intermediate,2.0,6.0,2017-02-18,web development,1,4.4
practical css website development: crash course,True,95,11170,19,mixed,2.5,7.5,2016-02-02,web development,1,4.1
successful website creation - everything you need to know,True,150,9384,16,mixed,1.5,4.5,2015-10-22,web development,1,4.1
start writing javascript today - beginner javascript course,True,100,9067,27,beginner,3.0,9.0,2017-03-08,web development,1,3.8
html5 essentials for beginners,True,20,10247,15,intermediate,1.5,4.5,2014-03-14,web development,1,4.1
code a personal splash page in 1 hour,True,20,10610,10,beginner,1.0,3.0,2014-02-12,web development,1,
step-by-step html and css for absolute beginners,True,120,6162,43,beginner,4.0,12.0,2013-08-26,web development,1,4.5
angular 4 development decoded,True,20,1802,8,intermediate,1.0,3.0,2017-06-21,web development,1,
javascript es6! a complete reference guide to javascript es6,True,175,4783,48,intermediate,7.0,21.0,2017-04-20,web development,1,4.6
reactive js:  are you ready for the next big paradigm shift?,True,60,2097,28,intermediate,5.5,16.5,2016-02-23,web development,1,3.9
learn python and django: payment processing,True,70,17714,23,mixed,3.5,10.5,2015-02-09,web development,1,4.1
code your first website using html & css: project learning,True,20,9554,16,beginner,1.5,4.5,2015-10-28,web development,0,
"react.js: building production ready apps, start to finish",True,50,1129,77,mixed,17.5,52.5,2016-11-10,web development,1,4.1
learn object oriented programming php fundamentals bootcamp,True,100,22213,16,mixed,1.0,3.0,2015-08-11,web development,1,3.6
javascript intermediate level 2 - mastering functions,True,100,2412,28,mixed,2.5,7.5,2016-08-30,web development,1,4.7
1 hour css,True,100,18324,16,beginner,1.0,3.0,2013-07-09,web development,1,4.8
